G_phase,Fe,Cr,Nb,Mn,Si,Al,C
1e-30,7.063244938850403,36.40783905982971,1.61230246424675,3.0890935122966763,0.6424387335777282,1.3351921427249909,0.31001166477799413
0.013877150495723974,7.6561291217803955,37.000632882118225,2.4233413100242616,3.4654769062995907,1.5537289679050446,3.3138160306215285,0.3375949770212173
1e-30,12.578390121459961,30.400734394788742,0.6850735366344451,3.846373277902603,0.2323704741895199,4.967978395223618,0.34803275763988495
0.03680907275461995,12.518465042114258,33.75603884458542,1.3800422489643096,3.2490862786769865,2.0409807741641997,0.9683795918524266,0.5920719981193543
0.016956209230974854,7.461414575576782,34.31281954050064,0.7948531985282898,2.9407183587551113,2.380914235115051,1.8025100213289262,0.3520003125071525
0.022457651058779237,8.89467978477478,39.65704917907715,2.319996011257172,2.962618416547775,2.1464217364788056,3.44859515607357,0.5533630192279815
0.0013909710148561068,10.317346572875977,38.83950650691986,1.8024339079856873,2.073169618844986,0.7586777657270432,0.20141264326870442,0.4643129646778107
0.0548794339318409,10.79653549194336,30.197147503495216,0.7367041498422623,1.756190475821495,1.9145479679107666,0.23098400577902795,0.5512747049331665
0.027186394921894456,12.469751834869385,33.00828397274017,1.973590648174286,3.7204817771911616,2.5458055555820467,0.8607250814139843,0.45903539657592773
1e-30,11.192126274108887,37.14389204978943,0.5990644410252571,1.671926787495613,0.48559555709362034,2.657406147122383,0.4709663808345794
1e-30,11.731694221496582,32.33420744538307,2.3984737157821656,1.5462815493345259,0.38295996338129046,1.4554365968704224,0.331025630235672
0.0003472316620352412,13.758474826812744,34.80873554944992,0.582772071659565,2.0512569725513456,0.9139875590801239,4.421067219376564,0.44104123413562774
0.0136505149892717,10.041590213775635,36.961510181427,2.315151584148407,1.0496040873229502,0.9366705149412154,1.0757268600165844,0.31391672864556314
0.03817009288511841,12.140039443969727,31.152259409427643,2.151488053798676,2.708134198188781,1.958939677476883,0.41641442187130456,0.3004543522372842
0.003429368651234118,10.354044437408447,33.657914996147156,1.6320571422576906,3.0040902495384216,2.9458828628063203,3.6881361639499666,0.41513692438602445
0.0007745805739667801,12.157328128814697,36.35031223297119,1.3667024850845337,1.5759500890970228,1.2443750143051149,3.1624728882312776,0.5790068864822387
0.0023068632805169583,6.693091034889221,32.79666692018509,1.5720830261707306,3.4106510341167446,2.6174697399139406,4.688644010424614,0.5353381097316742
0.0025111670649620096,6.798668563365936,33.45488429069519,2.1664899706840517,1.3099137082695962,1.1126582503318787,2.858123985528946,0.5480740427970886
1e-30,11.164478778839111,33.88335436582565,1.9912672281265258,2.800579231977463,0.8695052742958068,4.95640520632267,0.5042833507061004
0.0035181809310855156,9.951656818389893,30.140235032886267,0.49476438835263253,2.907993173599243,2.7596897721290587,4.552970224022865,0.357372173666954
0.0011082305389481283,8.141688108444214,32.50039756298065,0.7325046777725219,3.6579755425453184,1.1572134792804718,2.7695406544208527,0.306702034547925
1e-30,7.9687358140945435,33.61895114183426,0.42945088613778354,2.3393014460802077,0.6744975641369819,0.6995800033211709,0.3863734781742096
0.0004059339033451434,9.331974267959595,34.95360046625137,2.404589223861694,3.8613480865955347,2.700129306316376,4.003731680512429,0.5363273620605469
0.043153685827739686,11.91930103302002,38.29391896724701,0.41123346574604513,3.690907061100006,2.026848793029785,3.7568811023235322,0.4357614666223526
0.009912977250151816,12.885094165802002,36.65123403072357,0.9053862571716309,3.397058600187301,0.9827376931905746,0.8118708086013794,0.560049444437027
0.020674438623319292,8.010841131210327,30.60900568962097,2.438256597518921,2.066016203165054,2.0251968324184415,4.082982639074325,0.4793539702892303
0.047431104426479964,9.386059999465942,33.564385771751404,1.2250680029392242,1.6295318633317946,2.1149050176143644,1.860850659608841,0.4557077944278717
0.01042489305813134,8.101349592208862,38.52003812789917,1.1263511002063753,2.3553178548812865,2.3666384398937224,3.341226027011871,0.4953836381435394
0.029326372895285367,11.526976585388184,36.32309377193451,2.065485525131226,1.1733596980571745,1.7057601630687713,2.140991369485855,0.5173623383045196
0.035470101063026574,9.77232837677002,31.50015816092491,1.996736192703247,0.9890785254538059,2.2587197959423064,2.4081052151322364,0.44707818925380705
0.0066857240497645975,13.934441089630127,35.44451117515564,0.5083003275096417,1.478648155927658,1.3959902375936508,0.2105503683164716,0.3124156415462494
0.019933432527032953,11.049202919006348,31.75724297761917,1.5844744384288787,1.2992067456245422,2.1764368772506715,3.1413344413042066,0.35964683443307877
1e-30,6.438026428222656,39.39983904361725,2.825485634803772,2.668552803993225,0.7321856379508972,4.025098551511764,0.3250193439424038
1e-30,9.1985445022583,37.057799100875854,1.9121003627777102,3.6096952974796297,0.13666366590186954,4.160164396762847,0.5783148586750031
1e-30,13.685970783233643,30.569843389093876,2.2189866065979005,2.8196073412895197,1.1930354595184327,1.5528044396638871,0.509733009338379
0.0017216445099826837,6.025980688631535,33.15018594264984,2.3805643677711488,3.1441141128540036,1.3863289386034012,0.5268475713580847,0.5628561794757843
0.02791190170064432,6.611122727394104,37.18316912651062,1.458178162574768,2.439616948366165,2.76804741024971,0.4780885867774487,0.5180452466011047
0.010499435461091488,13.998486042022705,38.78981947898865,1.6063458025455475,0.8779079120606184,2.485965758562088,3.854244781136513,0.5570471048355102
0.017944930909919374,9.656371355056763,33.27811121940613,1.0481268137693407,3.5207219362258906,1.8356808066368104,4.189678690433502,0.514616596698761
1e-30,8.846650838851929,34.26362901926041,2.616050326824188,3.3115716636180874,0.48388275206089015,2.9554870694875714,0.44436890780925753
1e-30,7.5057947635650635,39.86861228942871,0.879449588060379,1.8605298727750776,1.4249091416597366,4.767976761460305,0.5210486948490143
0.016829851190521175,10.256208419799805,35.31971275806427,2.9033352375030517,1.8752653032541273,1.8543180406093598,3.8816547775268555,0.4101117253303528
